review,rating,sentiment
"The app work done by raghav@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"The figma work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The website work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the ppt created by nishtha@gmail.com. Excellent work!,5,Positive
"The app work done by raghav@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The docs created by anushka@gmail.com was decent. It served its purpose adequately.,3,Neutral
The docs work done by kaushik@gmail.com was subpar. I regret hiring them for this project.,2,Negative
The docs provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The figma developed by kaushik@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The backend created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
The figma developed by nishtha@gmail.com exceeded my expectations. Highly recommended!,5,Positive
"The website provided by test@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The frontend created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
"Unfortunately, the website provided by nishtha@gmail.com did not meet my expectations. Disappointed.",3,Neutral
I appreciate the effort put into the frontend project by kaushik@gmail.com. Well done!,3,Neutral
The figma work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the app created by raghav@gmail.com. Excellent work!,5,Positive
The app provided by raghav@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
"The ppt provided by kaushik@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"The docs provided by test@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The app provided by test@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
"The figma work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The frontend work done by anushka@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The website work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
The ppt developed by raghav@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The app provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The figma created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
The app provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The app provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The app work done by raghav@gmail.com was subpar. I regret hiring them for this project.,2,Negative
The app work done by raghav@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
test@gmail.com failed to deliver a satisfactory website project. It was a waste of time and money.,3,Neutral
The ppt work done by test@gmail.com was subpar. I regret hiring them for this project.,2,Negative
I have mixed feelings about the figma project provided by raghav@gmail.com. It was neither great nor terrible.,3,Neutral
I have mixed feelings about the docs project provided by kaushik@gmail.com. It was neither great nor terrible.,3,Neutral
I appreciate the effort put into the figma project by raghav@gmail.com. Well done!,3,Neutral
I'm very satisfied with the app created by test@gmail.com. Excellent work!,5,Positive
"Unfortunately, the figma provided by test@gmail.com did not meet my expectations. Disappointed.",3,Neutral
I have mixed feelings about the docs project provided by raghav@gmail.com. It was neither great nor terrible.,3,Neutral
"The ppt work done by raghav@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
I have mixed feelings about the frontend project provided by nishtha@gmail.com. It was neither great nor terrible.,3,Neutral
kaushik@gmail.com failed to deliver a satisfactory figma project. It was a waste of time and money.,3,Neutral
"The docs work done by raghav@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The figma work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The website provided by test@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The website provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
test@gmail.com failed to deliver a satisfactory docs project. It was a waste of time and money.,3,Neutral
I'm unhappy with the frontend created by anushka@gmail.com. It wasn't what I expected.,3,Neutral
"The docs provided by anushka@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The frontend work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
"The app provided by nishtha@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"Unfortunately, the ppt provided by test@gmail.com did not meet my expectations. Disappointed.",3,Neutral
I'm unhappy with the frontend created by raghav@gmail.com. It wasn't what I expected.,3,Neutral
The docs work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,1,Negative
anushka@gmail.com failed to deliver a satisfactory backend project. It was a waste of time and money.,3,Neutral
I appreciate the effort put into the figma project by anushka@gmail.com. Well done!,3,Neutral
The ppt work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
I appreciate the effort put into the backend project by anushka@gmail.com. Well done!,3,Neutral
I appreciate the effort put into the frontend project by kaushik@gmail.com. Well done!,3,Neutral
The app provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The figma provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The app work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
I appreciate the effort put into the ppt project by anushka@gmail.com. Well done!,3,Neutral
The docs work done by anushka@gmail.com was exceptional. I'm impressed!,3,Neutral
The docs work done by nishtha@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The frontend provided by kaushik@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The ppt work done by raghav@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
"Unfortunately, the figma provided by kaushik@gmail.com did not meet my expectations. Disappointed.",3,Neutral
The docs provided by raghav@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The website work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,2,Negative
I'm unhappy with the ppt created by anushka@gmail.com. It wasn't what I expected.,3,Neutral
nishtha@gmail.com failed to deliver a satisfactory website project. It was a waste of time and money.,3,Neutral
I appreciate the effort put into the app project by nishtha@gmail.com. Well done!,3,Neutral
The ppt work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,2,Negative
I'm very satisfied with the app created by raghav@gmail.com. Excellent work!,4,Positive
The app developed by anushka@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The backend work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
"The app work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The docs work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
"Unfortunately, the frontend provided by nishtha@gmail.com did not meet my expectations. Disappointed.",3,Neutral
The frontend work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
"Unfortunately, the app provided by raghav@gmail.com did not meet my expectations. Disappointed.",3,Neutral
I appreciate the effort put into the app project by raghav@gmail.com. Well done!,3,Neutral
"The frontend provided by nishtha@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The app work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,2,Negative
I have mixed feelings about the website project provided by raghav@gmail.com. It was neither great nor terrible.,3,Neutral
I appreciate the effort put into the website project by kaushik@gmail.com. Well done!,3,Neutral
I appreciate the effort put into the app project by anushka@gmail.com. Well done!,3,Neutral
raghav@gmail.com failed to deliver a satisfactory backend project. It was a waste of time and money.,3,Neutral
The figma work done by anushka@gmail.com was subpar. I regret hiring them for this project.,2,Negative
I'm unhappy with the figma created by test@gmail.com. It wasn't what I expected.,3,Neutral
I'm unhappy with the app created by anushka@gmail.com. It wasn't what I expected.,3,Neutral
kaushik@gmail.com failed to deliver a satisfactory app project. It was a waste of time and money.,3,Neutral
"The app provided by kaushik@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"The backend work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The figma work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The app provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
"The frontend work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
I'm unhappy with the docs created by raghav@gmail.com. It wasn't what I expected.,3,Neutral
The ppt provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The ppt created by kaushik@gmail.com was decent. It served its purpose adequately.,3,Neutral
I'm very satisfied with the ppt created by nishtha@gmail.com. Excellent work!,4,Positive
The frontend created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
The figma developed by nishtha@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The website work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
"The frontend work done by kaushik@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
I'm very satisfied with the app created by nishtha@gmail.com. Excellent work!,4,Positive
The backend work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The backend work done by test@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The frontend work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The ppt provided by test@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The figma work done by anushka@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The website created by test@gmail.com was decent. It served its purpose adequately.,3,Neutral
The frontend work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The app provided by test@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The figma provided by kaushik@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The app created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
"The backend work done by anushka@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"Unfortunately, the backend provided by raghav@gmail.com did not meet my expectations. Disappointed.",3,Neutral
"The docs provided by kaushik@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"The frontend work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
I'm very satisfied with the docs created by nishtha@gmail.com. Excellent work!,5,Positive
"The docs provided by raghav@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
I have mixed feelings about the backend project provided by test@gmail.com. It was neither great nor terrible.,3,Neutral
The frontend created by kaushik@gmail.com was decent. It served its purpose adequately.,3,Neutral
The frontend provided by anushka@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The docs developed by test@gmail.com exceeded my expectations. Highly recommended!,5,Positive
I'm unhappy with the docs created by raghav@gmail.com. It wasn't what I expected.,3,Neutral
The app work done by anushka@gmail.com was subpar. I regret hiring them for this project.,1,Negative
"The figma work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"The frontend work done by kaushik@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"The website work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The ppt developed by kaushik@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The app provided by anushka@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The ppt work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The frontend developed by kaushik@gmail.com exceeded my expectations. Highly recommended!,4,Positive
I'm very satisfied with the backend created by raghav@gmail.com. Excellent work!,5,Positive
The ppt work done by test@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The backend provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The docs created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
The docs work done by raghav@gmail.com was subpar. I regret hiring them for this project.,1,Negative
I appreciate the effort put into the ppt project by kaushik@gmail.com. Well done!,3,Neutral
I appreciate the effort put into the backend project by kaushik@gmail.com. Well done!,3,Neutral
I'm very satisfied with the docs created by anushka@gmail.com. Excellent work!,4,Positive
The docs developed by raghav@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The website provided by anushka@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The website work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The figma created by kaushik@gmail.com was decent. It served its purpose adequately.,3,Neutral
I'm unhappy with the app created by kaushik@gmail.com. It wasn't what I expected.,3,Neutral
"The ppt provided by anushka@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
I'm very satisfied with the website created by nishtha@gmail.com. Excellent work!,4,Positive
The app work done by raghav@gmail.com was subpar. I regret hiring them for this project.,2,Negative
nishtha@gmail.com failed to deliver a satisfactory website project. It was a waste of time and money.,3,Neutral
I have mixed feelings about the figma project provided by raghav@gmail.com. It was neither great nor terrible.,3,Neutral
I appreciate the effort put into the figma project by raghav@gmail.com. Well done!,3,Neutral
I have mixed feelings about the backend project provided by raghav@gmail.com. It was neither great nor terrible.,3,Neutral
The backend work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
"The backend work done by anushka@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The ppt provided by anushka@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
"The frontend provided by kaushik@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The website developed by test@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The ppt work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the frontend created by raghav@gmail.com. Excellent work!,4,Positive
The app work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
"The ppt provided by test@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"The ppt provided by anushka@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The website provided by test@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The ppt provided by nishtha@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The backend developed by nishtha@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The docs work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
I'm very satisfied with the website created by anushka@gmail.com. Excellent work!,5,Positive
The figma provided by kaushik@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
"The ppt provided by nishtha@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
I appreciate the effort put into the app project by nishtha@gmail.com. Well done!,3,Neutral
The backend developed by test@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The figma work done by nishtha@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the frontend created by test@gmail.com. Excellent work!,5,Positive
nishtha@gmail.com failed to deliver a satisfactory website project. It was a waste of time and money.,3,Neutral
I have mixed feelings about the docs project provided by test@gmail.com. It was neither great nor terrible.,3,Neutral
"The website work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The website provided by kaushik@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
"Unfortunately, the website provided by kaushik@gmail.com did not meet my expectations. Disappointed.",3,Neutral
"The docs provided by nishtha@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The website provided by kaushik@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The ppt work done by test@gmail.com was exceptional. I'm impressed!,3,Neutral
The frontend developed by nishtha@gmail.com exceeded my expectations. Highly recommended!,4,Positive
